rank,id,label,canonicalLine,LabelMismatch,definition,IsBaseForm,BaseFormReason,CommonDefMismatch,CommonDefinition,CommonDefMismatchReason,DefMismatch,DefMismatchReason,japaneseTranslation,TranslationMismatchReason,TranslationMismatch,POS,POSMismatch,POSMismatchReason,POSTranslationMismatch,POSTranslationMismatchReason,Error
2204,48084,LARGELY,...depends largely on our weight and environment.,0,mainly or mostly,1,1,0,,,0,,大きく,"No. The word '大きく' (ookiku) in Japanese generally means 'big' or 'large' in a physical sense, or 'greatly' in terms of degree or extent. However, it does not convey the same nuance as 'largely' in the context of something depending mostly or primarily on certain factors. A more appropriate translation for 'largely' in this context might be '主に' (omo ni), which means 'mainly' or 'primarily'.",1,adverb,0,,1.0,"The Japanese word ""大きく"" (ookiku) is indeed in the adverbial form. It is derived from the adjective ""大きい"" (ookii), which means ""big"" or ""large."" When the adjective is converted to its adverbial form, it becomes ""大きく,"" meaning ""largely"" or ""greatly."" Therefore, ""大きく"" is correctly used as an adverb.",
2205,17177,PLEASANT,Spring and fall are very pleasant.,0,enjoyable or attractive,1,1,0,,,0,,快適な、心地よい,,0,adjective,0,,1.0,"Both of the Japanese words you listed, 快適な (kaiteki na) and 心地よい (kokochi yoi), are in the grammatical form of adjectives.

- 快適な is an example of a な-adjective (na-adjective), which typically requires the particle な when modifying a noun.
- 心地よい is an example of an い-adjective (i-adjective), which ends in い and can directly modify a noun without any additional particles.

Therefore, both words are indeed adjectives in their respective forms.",
2206,35824,CIVIL,...the first of several civil rights marches...,0,relating to those living in a country,1,1,0,,,0,,市民の、公民の,"No. The Japanese words '市民の' and '公民の' translate to 'citizen's' or 'civic,' which do not directly convey the concept of 'civil rights' as understood in the context of social and political movements. A more appropriate translation for 'civil rights' in this context would be '市民権' or '公民権,' which specifically refer to the rights of citizens in terms of equality and freedom.",1,adjective,0,,1.0,"Both ""市民の"" (shimin no) and ""公民の"" (kōmin no) are not adjectives in the traditional sense. Instead, they are noun phrases with the possessive particle ""の"" (no), which functions similarly to the English possessive ""'s"" or the word ""of."" This construction is used to describe a relationship or attribute related to the noun.

- ""市民の"" translates to ""of the citizen"" or ""citizen's,"" indicating something related to citizens.
- ""公民の"" translates to ""of the public"" or ""public's,"" indicating something related to the public or civic matters.

In Japanese, these are often used in a way similar to adjectives in English, but grammatically, they are not standalone adjectives.",
2207,2930,HINT,So? Are you hinting at something?,1,to show thoughts or feelings without being direct,1,1,0,,,0,,ほのめかす,,0,verb,0,,1.0,"The Japanese word ""ほのめかす"" (honomekasu) is indeed a verb. It means ""to hint"" or ""to suggest."" If you have other words you'd like to check, feel free to list them!",
2207,41714,HINT,Can you give me a hint?,0,a piece of advice or information,1,1,0,,,0,,手がかり,,0,noun,0,,1.0,"The Japanese word '手がかり' (tegakari) is primarily used as a noun. It means ""clue"" or ""hint."" In this form, it is used to refer to something that provides guidance or information to solve a problem or mystery. It is not typically used in other grammatical forms such as a verb or adjective.",
2208,36918,MEASUREMENT,The measurement shows how tall he really is.,0,the size or amount of something or someone,1,1,0,,,0,,計測,,0,noun,0,,1.0,"The Japanese word '計測' (keisoku) is primarily used as a noun, meaning ""measurement"" or ""measuring."" It can also function as a verbal noun when combined with the verb する (suru), as in 計測する, which means ""to measure."" However, in its standalone form, 計測 is a noun.",
2208,8855,MEASUREMENT,And we know that's a measurement error because it's messing up my data.,0,the act of knowing the size of something or someone,1,1,0,,,0,,測定,,0,noun,0,,1.0,"The Japanese word ""測定"" (sokutei) is primarily used as a noun, meaning ""measurement"" or ""survey."" It can also function as a verbal noun when combined with the verb ""する"" (suru), forming ""測定する,"" which means ""to measure."" However, in its standalone form, ""測定"" is a noun.",
2209,12975,FAULT,That's my fault.,0,responsibility for a mistake,1,1,0,,,0,,過失,,0,noun,0,,1.0,"The Japanese word '過失' (kashitsu) is indeed a noun. It means ""fault,"" ""blunder,"" or ""negligence."" If you have any other words you'd like to verify, feel free to ask!",
2210,101039,PRIMARILY,...Chinese is primarily spoken by nearly 1.2 billion.,0,of a main purpose or chiefly,0,"No, 'PRIMARILY' is not a base form. It is an adverb derived from the adjective 'primary'.",0,,,0,,主に、第一に,,0,adverb,0,,1.0,"Both Japanese words '主に' (omoni) and '第一に' (daiichi ni) are indeed in the adverbial form.

- '主に' (omoni) means ""mainly"" or ""primarily"" and is used as an adverb to modify verbs, adjectives, or other adverbs.
- '第一に' (daiichi ni) means ""firstly"" or ""first of all"" and is also used as an adverb to indicate the primary point or consideration.

Therefore, both words are correctly used as adverbs in Japanese.",
2211,10114,EQUALLY,Their findings this time were equally important.,0,to the same degree or amount,0,"No, 'equally' is not a base form. It is an adverb derived from the adjective 'equal'.",0,,,0,,同等に,,0,adverb,0,,1.0,"The Japanese word '同等に' (doutou ni) is indeed in the adverbial form. It is used to mean ""equally"" or ""equivalently,"" and it functions as an adverb in a sentence. If you have other words you'd like to check, feel free to list them!",
2212,45358,MINORITY,Never allow the majority to limit the rights of the minority.,0,a group of people that is a smaller part of a larger group,1,1,0,,,0,,少数派,,0,noun,0,,1.0,"The Japanese word '少数派' (shōsūha) is a noun. It means ""minority group"" or ""minority faction."" If you have any other words you'd like to check, feel free to ask!",
2213,46627,FENCE,The dog jumped over the fence.,0,a structure like a wall,1,1,0,,,0,,柵,,0,noun,0,,1.0,"The Japanese word '柵' (saku) is primarily used as a noun, meaning ""fence"" or ""barrier."" It is not typically used in other grammatical forms such as verbs or adjectives. Therefore, in the context of your question, '柵' is indeed in the grammatical form of a noun.",
2214,38624,HARDLY,I can hardly hear her voice.,0,almost not true or possible,0,"No, ""hardly"" is not a base form. It is an adverb derived from the adjective ""hard.""",0,,,0,,ほとんど～ない,,0,adverb,0,,1.0,"The Japanese phrase ""ほとんど～ない"" is indeed used in the form of an adverb. It is typically used to express ""hardly"" or ""almost not"" in a sentence. For example, in the sentence ""ほとんど食べない"" (hotondo tabenai), it means ""hardly eat"" or ""almost not eat."" The word ""ほとんど"" functions as an adverb modifying the verb ""食べない"" (not eat).",
2215,49574,CITE,Experts cite more precise detection technology as the cause.,0,to mention something to support an idea,1,1,0,,,0,,挙げる、引用する,,0,verb,0,,1.0,"Both of the Japanese words you listed, '挙げる' and '引用する', are indeed in the grammatical form of verbs.

1. **挙げる (ageru)** - This is a verb that means ""to raise,"" ""to lift,"" or ""to give an example,"" among other meanings.

2. **引用する (in'yō suru)** - This is a verb that means ""to quote"" or ""to cite.""

Both words are in their dictionary (or base) form, which is the form typically used to represent verbs in Japanese.",
2216,34655,PREFERENCE,I have a preference for spicy food.,0,someone or something that you like or want more,1,1,0,,,0,,好み,,0,noun,0,,1.0,"The Japanese word ""好み"" (konomi) is primarily used as a noun, meaning ""preference"" or ""liking."" It is not typically used in other grammatical forms such as a verb or adjective. If you have any other questions about Japanese words or their usage, feel free to ask!",
2217,10188,CLASSICAL,What kind of classical music do you like?,0,"relating to a formal, traditional, and serious style of music",0,"No, 'CLASSICAL' is not a base form. It is an adjective derived from the noun 'classics' or 'classical', which refers to something related to ancient Greek or Roman culture, or something traditional and long-established in form or style. The base form would be the noun 'classic'.",0,,,0,,古典派の、伝統的な,,0,adjective,0,,1.0,"Both of the Japanese words you provided are in the grammatical form of an adjective.

1. 古典派の (kotenha no) - This is an adjectival phrase where ""の"" (no) is used to modify a noun, similar to how ""classical"" or ""of the classical school"" would function in English.

2. 伝統的な (dentōteki na) - This is an adjectival form where ""な"" (na) is used to modify a noun, equivalent to ""traditional"" in English.

Both are used to describe or modify nouns, fitting the role of adjectives in a sentence.",
2218,43308,DEPEND,Some research shows that a great memory may not depend on the right DNA.,0,to be sure about someone or something,1,1,0,,,0,,～次第である,,0,verb,0,,1.0,"The Japanese expression ""～次第である"" is not a verb. It is a grammatical structure used to indicate that something depends on or is contingent upon something else. The word ""次第"" (shidai) itself means ""depending on"" or ""as soon as,"" and when combined with ""である,"" it forms a phrase that functions more like a noun or a phrase indicating a condition, rather than a verb.",
2219,67865,DRAFT,"Still, he wasn't taken in the 2010 NBA draft.",0,a system for choosing people,1,1,0,,,0,,徴兵、選抜指名,"No. The word '徴兵' refers to conscription or military draft, and '選抜指名' is not a commonly used term for a sports draft. The appropriate translation for 'draft' in the context of sports, such as the NBA draft, is 'ドラフト'.",1,noun,0,,1.0,"Both of the Japanese words you listed are in the grammatical form of nouns.

1. 徴兵 (ちょうへい) - This word means ""conscription"" or ""military draft"" and is a noun.
2. 選抜指名 (せんばつしめい) - This word means ""selection and nomination"" and is also a noun.

Both words function as nouns in Japanese.",
2219,49447,DRAFT,I have just finished the first draft.,0,a piece of work that is unfinished or being edited,1,1,0,,,0,,草案,,0,noun,0,,1.0,"The Japanese word ""草案"" (そうあん) is a noun. It means ""draft"" or ""proposal."" If you have other words you'd like to check, feel free to list them!",
2219,46948,DRAFT,Draft or update your will.,0,to make a version of something,1,1,0,,,0,,〜の草稿を書く,"No. The phrase '〜の草稿を書く' translates to 'write a draft of 〜', which is more about the act of drafting a document or piece of writing. In the context of 'Draft or update your will,' the word 'draft' refers to the creation or revision of a legal document. A more appropriate translation for 'draft' in this context would be '作成する' (sakusei suru), which means 'to create' or 'to prepare.'",1,verb,0,,1.0,"The phrase ""〜の草稿を書く"" in Japanese can be broken down as follows:

- ""〜の"" (no) is a possessive particle, indicating possession or association.
- ""草稿"" (soukō) means ""draft"" or ""manuscript.""
- ""を書く"" (o kaku) is a verb phrase meaning ""to write.""

In this phrase, ""書く"" (kaku) is the verb, specifically in its base form meaning ""to write."" The rest of the phrase consists of a possessive particle and a noun, which are not verbs. Therefore, only ""書く"" is in the grammatical form of a verb.",
